sale_id,sale_date,customer_id,product_id,region,quantity,unit_price,discount,revenue,cost,profit,margin
SALE019822,2025-07-29,CUST04025,PROD002,North America,5,149.0,0.05,941.8,686.27,255.53,0.2713
SALE019823,2025-08-05,CUST03718,PROD014,South America,5,249.0,0.0,1217.47,701.44,516.03,0.4239
SALE019824,2025-12-23,CUST05197,PROD011,Asia,3,129.0,0.05,338.25,182.91,155.34,0.4592
SALE019825,2025-09-05,CUST06292,PROD013,Oceania,2,89.0,0.0,137.2,85.44,51.76,0.3773
SALE019826,2025-12-13,CUST08123,PROD017,North America,10,99.0,0.15,980.49,588.99,391.5,0.3993
SALE019827,2025-11-05,CUST06722,PROD014,Asia,2,249.0,0.0,415.87,226.88,188.99,0.4544
SALE019828,2025-02-19,CUST05240,PROD018,North America,2,399.0,0.2,692.57,468.31,224.26,0.3238
SALE019829,2025-03-04,CUST00462,PROD012,Europe,1,449.0,0.0,496.08,324.38,171.7,0.3461
SALE019830,2025-01-20,CUST03675,PROD006,North America,10,599.0,0.0,11034.15,5579.21,5454.94,0.4944
SALE019831,2024-08-21,CUST05117,PROD012,North America,1,449.0,0.05,477.37,312.26,165.11,0.3459
SALE019832,2025-05-08,CUST05373,PROD002,Europe,1,149.0,0.0,149.92,103.44,46.48,0.31
SALE019833,2025-03-17,CUST08852,PROD009,Europe,2,549.0,0.0,1052.69,613.32,439.37,0.4174
SALE019834,2024-06-09,CUST00736,PROD006,North America,1,599.0,0.0,918.18,633.4,284.78,0.3102
SALE019835,2025-09-19,CUST09209,PROD020,Europe,3,75.0,0.0,266.49,176.18,90.31,0.3389
SALE019836,2024-10-11,CUST05382,PROD012,North America,2,449.0,0.1,1044.38,727.65,316.73,0.3033
SALE019837,2024-12-05,CUST03998,PROD001,Asia,5,49.0,0.0,250.48,178.3,72.18,0.2882
SALE019838,2025-08-27,CUST05176,PROD013,Europe,1,89.0,0.1,150.05,115.3,34.75,0.2316
SALE019839,2025-03-21,CUST07602,PROD007,Oceania,1,59.0,0.1,72.5,43.16,29.34,0.4047
SALE019840,2024-03-21,CUST05904,PROD014,North America,3,249.0,0.0,1047.12,547.09,500.03,0.4775
SALE019841,2024-08-17,CUST04544,PROD004,Asia,3,79.0,0.0,278.75,147.25,131.5,0.4717
SALE019842,2024-12-01,CUST08645,PROD007,Asia,3,59.0,0.0,172.68,127.55,45.13,0.2614
SALE019843,2025-06-18,CUST02026,PROD012,Asia,3,449.0,0.05,1154.37,791.69,362.68,0.3142
SALE019844,2024-08-18,CUST05686,PROD011,Europe,1,129.0,0.0,136.58,101.68,34.9,0.2555
SALE019845,2024-12-09,CUST06433,PROD009,Europe,5,549.0,0.05,2431.18,1530.19,900.99,0.3706
SALE019846,2025-03-01,CUST05626,PROD007,North America,5,59.0,0.15,245.44,169.41,76.03,0.3098
SALE019847,2025-01-28,CUST04901,PROD015,Asia,2,699.0,0.15,1013.82,536.81,477.01,0.4705
SALE019848,2024-05-18,CUST06800,PROD018,Europe,1,399.0,0.0,428.71,220.39,208.32,0.4859
SALE019849,2025-01-02,CUST06990,PROD005,Europe,1,199.0,0.0,213.39,146.82,66.57,0.312
SALE019850,2025-11-09,CUST09706,PROD001,Europe,2,49.0,0.0,103.17,81.68,21.49,0.2083
SALE019851,2025-04-26,CUST08604,PROD017,Oceania,1,99.0,0.05,94.75,70.41,24.34,0.2569
SALE019852,2025-08-01,CUST07259,PROD007,North America,3,59.0,0.05,169.79,98.58,71.21,0.4194
SALE019853,2025-06-15,CUST00211,PROD011,North America,1,129.0,0.0,203.89,130.16,73.73,0.3616
SALE019854,2024-02-29,CUST01954,PROD016,Oceania,1,29.0,0.15,29.87,17.04,12.83,0.4295
SALE019855,2024-12-01,CUST09704,PROD005,Asia,1,199.0,0.0,200.26,103.69,96.57,0.4822
SALE019856,2024-08-26,CUST04337,PROD020,Europe,1,75.0,0.0,90.24,52.11,38.13,0.4225
SALE019857,2025-01-01,CUST00242,PROD001,North America,5,49.0,0.05,323.44,166.04,157.4,0.4866
SALE019858,2024-02-01,CUST01349,PROD008,Asia,1,179.0,0.05,294.97,188.69,106.28,0.3603
SALE019859,2024-06-15,CUST00405,PROD002,Oceania,2,149.0,0.0,406.92,268.76,138.16,0.3395
SALE019860,2024-03-31,CUST00331,PROD007,North America,1,59.0,0.0,82.71,47.23,35.48,0.429
SALE019861,2024-02-08,CUST09112,PROD009,Asia,2,549.0,0.05,965.18,553.07,412.11,0.427
SALE019862,2024-11-05,CUST08193,PROD015,Europe,1,699.0,0.1,676.81,494.47,182.34,0.2694
SALE019863,2025-07-25,CUST00813,PROD016,Oceania,2,29.0,0.0,65.77,35.96,29.81,0.4532
SALE019864,2024-08-28,CUST03557,PROD018,Asia,1,399.0,0.1,449.79,294.67,155.12,0.3449
SALE019865,2025-07-23,CUST09379,PROD002,Asia,1,149.0,0.2,115.91,62.95,52.96,0.4569
SALE019866,2025-01-15,CUST02665,PROD011,Asia,3,129.0,0.0,330.44,237.22,93.22,0.2821
SALE019867,2025-05-05,CUST07967,PROD006,North America,1,599.0,0.05,622.08,438.9,183.18,0.2945
SALE019868,2024-07-31,CUST04850,PROD017,North America,3,99.0,0.05,402.76,253.64,149.12,0.3702
SALE019869,2024-11-03,CUST05753,PROD003,North America,2,499.0,0.0,1014.46,703.04,311.42,0.307
SALE019870,2024-08-30,CUST02050,PROD018,Asia,2,399.0,0.2,705.99,503.57,202.42,0.2867
SALE019871,2024-11-03,CUST02890,PROD016,Europe,5,29.0,0.05,154.58,87.79,66.79,0.4321
SALE019872,2025-12-01,CUST00473,PROD007,Europe,1,59.0,0.0,72.19,47.18,25.01,0.3464
SALE019873,2024-03-23,CUST01007,PROD012,Oceania,2,449.0,0.0,929.88,692.64,237.24,0.2551
SALE019874,2025-10-01,CUST06690,PROD006,Asia,10,599.0,0.05,5080.27,3525.85,1554.42,0.306
SALE019875,2025-11-04,CUST09804,PROD020,North America,5,75.0,0.05,365.62,262.24,103.38,0.2828
SALE019876,2024-01-10,CUST02195,PROD003,North America,10,499.0,0.0,5076.49,3485.06,1591.43,0.3135
SALE019877,2024-10-23,CUST07785,PROD018,Asia,10,399.0,0.0,3242.73,2190.73,1052.0,0.3244
SALE019878,2025-03-16,CUST00265,PROD003,Oceania,3,499.0,0.05,1309.93,694.72,615.21,0.4697
SALE019879,2024-08-07,CUST04299,PROD019,North America,1,25.0,0.05,25.75,14.52,11.23,0.4361
SALE019880,2024-04-13,CUST07381,PROD011,Asia,1,129.0,0.1,101.43,72.25,29.18,0.2877
SALE019881,2024-10-12,CUST03434,PROD020,Europe,2,75.0,0.0,185.61,111.57,74.04,0.3989
SALE019882,2025-07-31,CUST09475,PROD003,Asia,3,499.0,0.05,1579.42,1115.32,464.1,0.2938
SALE019883,2024-12-16,CUST00707,PROD001,North America,1,49.0,0.15,57.51,34.81,22.7,0.3947
SALE019884,2025-09-03,CUST01164,PROD015,Europe,3,699.0,0.0,2332.29,1382.82,949.47,0.4071
SALE019885,2024-09-27,CUST04926,PROD016,Asia,2,29.0,0.15,51.36,26.03,25.33,0.4932
SALE019886,2025-04-27,CUST04653,PROD010,Europe,1,39.0,0.15,48.76,27.67,21.09,0.4325
SALE019887,2025-07-20,CUST00382,PROD018,Oceania,3,399.0,0.0,1074.25,697.86,376.39,0.3504
SALE019888,2025-05-07,CUST02087,PROD018,Asia,1,399.0,0.0,428.57,271.39,157.18,0.3668
SALE019889,2024-11-22,CUST07004,PROD013,North America,1,89.0,0.0,104.29,71.29,33.0,0.3164
SALE019890,2025-09-14,CUST00428,PROD014,South America,5,249.0,0.15,1098.18,631.39,466.79,0.4251
SALE019891,2024-05-02,CUST04696,PROD002,North America,1,149.0,0.15,116.23,71.27,44.96,0.3868
SALE019892,2024-03-15,CUST03926,PROD008,North America,2,179.0,0.0,403.07,294.21,108.86,0.2701
SALE019893,2024-01-27,CUST00400,PROD012,Asia,1,449.0,0.1,419.33,264.3,155.03,0.3697
SALE019894,2025-06-01,CUST08020,PROD005,North America,2,199.0,0.0,469.26,273.19,196.07,0.4178
SALE019895,2024-09-14,CUST01299,PROD011,North America,2,129.0,0.0,332.36,176.74,155.62,0.4682
SALE019896,2024-03-28,CUST03096,PROD008,Europe,1,179.0,0.05,183.54,104.85,78.69,0.4287
SALE019897,2024-05-20,CUST02821,PROD020,Asia,1,75.0,0.05,80.0,52.87,27.13,0.3391
SALE019898,2024-01-31,CUST00957,PROD010,North America,1,39.0,0.05,59.39,31.03,28.36,0.4775
SALE019899,2024-10-27,CUST06717,PROD012,North America,1,449.0,0.0,523.45,351.98,171.47,0.3276
SALE019900,2025-04-11,CUST06028,PROD016,Europe,3,29.0,0.15,106.45,80.69,25.76,0.242
SALE019901,2024-07-06,CUST02373,PROD019,Asia,2,25.0,0.05,57.72,32.77,24.95,0.4323
SALE019902,2024-07-17,CUST08407,PROD007,Europe,5,59.0,0.0,431.93,296.68,135.25,0.3131
SALE019903,2025-12-11,CUST00880,PROD001,North America,1,49.0,0.05,66.17,34.18,31.99,0.4835
SALE019904,2024-02-03,CUST03453,PROD004,Europe,1,79.0,0.05,100.8,74.67,26.13,0.2592
SALE019905,2025-09-06,CUST00650,PROD014,Europe,1,249.0,0.05,216.11,143.77,72.34,0.3347
SALE019906,2024-02-16,CUST04486,PROD012,Asia,1,449.0,0.05,786.02,509.74,276.28,0.3515
SALE019907,2025-07-29,CUST01625,PROD016,Asia,10,29.0,0.05,277.42,154.74,122.68,0.4422
SALE019908,2025-12-17,CUST01691,PROD008,North America,3,179.0,0.1,514.33,269.6,244.73,0.4758
SALE019909,2024-08-10,CUST09859,PROD018,North America,2,399.0,0.2,992.2,617.52,374.68,0.3776
SALE019910,2024-06-12,CUST09913,PROD008,South America,1,179.0,0.0,143.72,103.89,39.83,0.2771
SALE019911,2024-06-21,CUST00611,PROD013,North America,2,89.0,0.0,166.69,86.29,80.4,0.4823
SALE019912,2024-10-25,CUST09660,PROD008,Asia,1,179.0,0.0,185.81,103.87,81.94,0.441
SALE019913,2024-07-14,CUST03392,PROD010,North America,2,39.0,0.1,83.23,52.08,31.15,0.3743
SALE019914,2024-07-13,CUST08014,PROD011,Asia,1,129.0,0.05,134.23,72.51,61.72,0.4598
SALE019915,2024-05-02,CUST01020,PROD011,Asia,1,129.0,0.0,188.24,122.89,65.35,0.3472
SALE019916,2025-11-14,CUST00725,PROD010,Europe,2,39.0,0.2,121.99,72.71,49.28,0.404
SALE019917,2024-08-03,CUST05314,PROD017,North America,1,99.0,0.05,104.84,58.96,45.88,0.4376
SALE019918,2024-02-23,CUST03007,PROD019,North America,10,25.0,0.0,456.57,259.94,196.63,0.4307
SALE019919,2024-08-17,CUST03481,PROD005,Asia,1,199.0,0.15,200.96,111.98,88.98,0.4428
SALE019920,2025-02-01,CUST01968,PROD006,South America,2,599.0,0.1,1004.19,518.23,485.96,0.4839
SALE019921,2024-03-25,CUST03472,PROD006,Asia,2,599.0,0.1,1176.44,610.39,566.05,0.4812
SALE019922,2024-12-15,CUST01171,PROD007,Asia,3,59.0,0.0,231.87,130.64,101.23,0.4366
SALE019923,2025-12-23,CUST03565,PROD015,Oceania,1,699.0,0.0,911.83,681.67,230.16,0.2524
SALE019924,2025-05-20,CUST04210,PROD007,Europe,2,59.0,0.0,246.87,187.41,59.46,0.2409
SALE019925,2024-09-08,CUST01599,PROD016,South America,10,29.0,0.05,316.85,188.41,128.44,0.4054
SALE019926,2025-10-18,CUST04175,PROD019,North America,2,25.0,0.0,86.7,54.48,32.22,0.3716
SALE019927,2024-08-29,CUST07112,PROD003,North America,10,499.0,0.05,5702.83,3189.42,2513.41,0.4407
SALE019928,2024-01-01,CUST09591,PROD001,North America,2,49.0,0.0,76.25,48.53,27.72,0.3635
SALE019929,2024-06-23,CUST01695,PROD009,North America,1,549.0,0.1,859.47,467.99,391.48,0.4555
SALE019930,2024-01-13,CUST07270,PROD002,Asia,5,149.0,0.1,597.42,327.22,270.2,0.4523
SALE019931,2024-12-27,CUST06237,PROD019,Asia,10,25.0,0.0,201.79,112.04,89.75,0.4448
SALE019932,2024-10-02,CUST00789,PROD018,North America,1,399.0,0.0,445.03,248.64,196.39,0.4413
SALE019933,2024-02-20,CUST01775,PROD014,North America,1,249.0,0.05,266.37,144.28,122.09,0.4583
SALE019934,2024-10-20,CUST00515,PROD005,Asia,1,199.0,0.0,193.78,120.49,73.29,0.3782
SALE019935,2024-05-20,CUST02671,PROD008,North America,1,179.0,0.15,178.73,117.8,60.93,0.3409
SALE019936,2025-10-12,CUST09499,PROD013,Oceania,1,89.0,0.0,86.57,43.38,43.19,0.4989
SALE019937,2025-03-16,CUST03722,PROD016,North America,1,29.0,0.05,35.94,24.14,11.8,0.3283
SALE019938,2024-07-22,CUST08036,PROD009,South America,3,549.0,0.2,1307.22,765.49,541.73,0.4144
SALE019939,2025-07-04,CUST05851,PROD007,Oceania,5,59.0,0.05,266.16,137.18,128.98,0.4846
SALE019940,2025-09-12,CUST00394,PROD004,North America,10,79.0,0.0,1158.53,761.19,397.34,0.343
SALE019941,2025-07-16,CUST01537,PROD007,North America,2,59.0,0.2,103.04,59.01,44.03,0.4273
SALE019942,2024-03-06,CUST08580,PROD018,Europe,1,399.0,0.0,391.74,206.3,185.44,0.4734
SALE019943,2025-01-01,CUST05311,PROD012,Asia,2,449.0,0.0,852.67,587.1,265.57,0.3115
SALE019944,2024-02-26,CUST04910,PROD011,Europe,1,129.0,0.05,115.45,85.29,30.16,0.2612
SALE019945,2025-04-01,CUST04121,PROD010,Oceania,1,39.0,0.0,40.13,21.72,18.41,0.4588
SALE019946,2025-06-28,CUST07444,PROD012,Europe,2,449.0,0.0,1196.03,812.49,383.54,0.3207
SALE019947,2024-01-19,CUST02027,PROD019,South America,5,25.0,0.1,195.1,134.78,60.32,0.3092
SALE019948,2025-07-11,CUST05834,PROD001,North America,2,49.0,0.05,111.13,65.24,45.89,0.4129
SALE019949,2024-06-27,CUST05441,PROD016,Europe,2,29.0,0.0,123.53,65.79,57.74,0.4674
SALE019950,2024-03-10,CUST06827,PROD012,Europe,5,449.0,0.05,2040.54,1125.86,914.68,0.4483
SALE019951,2024-07-24,CUST09934,PROD013,Europe,2,89.0,0.15,286.58,151.75,134.83,0.4705
SALE019952,2025-12-26,CUST03263,PROD003,Europe,3,499.0,0.1,1946.48,1235.25,711.23,0.3654
SALE019953,2024-07-30,CUST09312,PROD017,North America,3,99.0,0.1,523.08,283.16,239.92,0.4587
SALE019954,2024-02-28,CUST05197,PROD019,Asia,1,25.0,0.0,21.2,15.23,5.97,0.2816
SALE019955,2024-02-25,CUST02224,PROD016,Europe,10,29.0,0.0,295.7,178.81,116.89,0.3953
SALE019956,2025-10-08,CUST01974,PROD010,Asia,5,39.0,0.0,181.35,134.11,47.24,0.2605
SALE019957,2025-04-23,CUST08090,PROD008,Europe,1,179.0,0.1,173.31,102.49,70.82,0.4086
SALE019958,2024-05-21,CUST03967,PROD020,Asia,3,75.0,0.0,257.63,170.37,87.26,0.3387
SALE019959,2025-04-05,CUST06137,PROD014,Oceania,1,249.0,0.1,238.38,129.83,108.55,0.4554
SALE019960,2024-01-17,CUST00936,PROD008,Europe,1,179.0,0.0,178.8,134.07,44.73,0.2502
SALE019961,2025-05-13,CUST08021,PROD018,Europe,1,399.0,0.1,428.05,296.59,131.46,0.3071
SALE019962,2025-09-16,CUST06615,PROD010,Oceania,1,39.0,0.0,43.47,26.41,17.06,0.3925
SALE019963,2025-07-25,CUST01943,PROD019,Asia,2,25.0,0.0,43.81,23.9,19.91,0.4545
SALE019964,2024-05-14,CUST00597,PROD001,North America,2,49.0,0.0,106.6,61.14,45.46,0.4265
SALE019965,2024-09-14,CUST05314,PROD011,North America,1,129.0,0.15,120.49,82.04,38.45,0.3191
SALE019966,2025-01-22,CUST02964,PROD001,North America,1,49.0,0.1,85.15,51.25,33.9,0.3981
SALE019967,2024-02-25,CUST05819,PROD015,Asia,1,699.0,0.0,796.56,421.9,374.66,0.4703
SALE019968,2025-08-27,CUST01014,PROD014,Oceania,10,249.0,0.05,2330.45,1490.42,840.03,0.3605
SALE019969,2025-03-19,CUST07270,PROD010,Asia,2,39.0,0.0,71.54,46.63,24.91,0.3482
SALE019970,2024-04-23,CUST06657,PROD001,North America,2,49.0,0.1,91.49,57.61,33.88,0.3703
SALE019971,2025-07-02,CUST09604,PROD015,Asia,2,699.0,0.05,1138.99,577.24,561.75,0.4932
SALE019972,2025-06-25,CUST04685,PROD020,Oceania,1,75.0,0.0,80.1,49.58,30.52,0.381
SALE019973,2024-04-27,CUST04599,PROD016,Asia,1,29.0,0.05,34.18,23.03,11.15,0.3262
SALE019974,2025-01-23,CUST03646,PROD020,North America,2,75.0,0.05,151.57,110.58,40.99,0.2704
SALE019975,2024-08-18,CUST06162,PROD009,North America,1,549.0,0.05,553.12,307.21,245.91,0.4446
SALE019976,2024-07-06,CUST04744,PROD005,Asia,1,199.0,0.0,182.89,121.76,61.13,0.3342
SALE019977,2025-08-12,CUST08050,PROD001,North America,5,49.0,0.0,252.24,137.62,114.62,0.4544
SALE019978,2024-01-31,CUST01613,PROD017,North America,2,99.0,0.05,240.93,158.65,82.28,0.3415
SALE019979,2024-11-07,CUST01367,PROD020,Europe,1,75.0,0.1,70.87,45.29,25.58,0.3609
SALE019980,2024-07-11,CUST08912,PROD017,North America,2,99.0,0.0,389.7,278.78,110.92,0.2846
SALE019981,2024-08-29,CUST09747,PROD002,North America,2,149.0,0.0,312.64,179.55,133.09,0.4257
SALE019982,2024-11-06,CUST03466,PROD003,North America,1,499.0,0.0,551.41,281.01,270.4,0.4904
SALE019983,2025-02-27,CUST06506,PROD002,Europe,2,149.0,0.0,284.73,221.77,62.96,0.2211
SALE019984,2024-09-25,CUST06709,PROD017,North America,1,99.0,0.0,114.08,82.34,31.74,0.2782
SALE019985,2025-02-02,CUST05323,PROD013,South America,3,89.0,0.0,324.5,241.97,82.53,0.2543
SALE019986,2025-06-08,CUST09457,PROD018,Europe,2,399.0,0.05,913.57,713.16,200.41,0.2194
SALE019987,2024-05-10,CUST09073,PROD018,North America,5,399.0,0.05,2236.74,1121.93,1114.81,0.4984
SALE019988,2024-10-26,CUST01246,PROD008,Asia,1,179.0,0.0,168.15,115.04,53.11,0.3158
SALE019989,2025-01-27,CUST04629,PROD020,Europe,3,75.0,0.0,193.22,147.94,45.28,0.2343
SALE019990,2024-10-05,CUST06770,PROD014,Asia,1,249.0,0.0,290.23,183.27,106.96,0.3685
SALE019991,2025-02-09,CUST08435,PROD020,North America,1,75.0,0.1,86.21,48.0,38.21,0.4432
SALE019992,2025-08-16,CUST00079,PROD006,North America,2,599.0,0.0,1771.77,1080.89,690.88,0.3899
SALE019993,2025-03-22,CUST04328,PROD011,North America,2,129.0,0.1,270.99,147.4,123.59,0.4561
SALE019994,2024-12-05,CUST09486,PROD012,Asia,10,449.0,0.1,3418.72,1810.56,1608.16,0.4704
SALE019995,2025-04-29,CUST04705,PROD017,Europe,5,99.0,0.0,507.07,344.76,162.31,0.3201
SALE019996,2025-12-21,CUST03387,PROD012,North America,3,449.0,0.05,2820.16,1689.3,1130.86,0.401
SALE019997,2024-01-13,CUST00755,PROD007,North America,10,59.0,0.1,534.49,355.71,178.78,0.3345
SALE019998,2025-02-23,CUST02906,PROD003,North America,1,499.0,0.0,507.39,367.22,140.17,0.2763
SALE019999,2024-01-04,CUST06030,PROD019,Europe,3,25.0,0.1,97.71,62.18,35.53,0.3636
SALE020000,2025-11-16,CUST03070,PROD019,Asia,2,25.0,0.0,47.4,27.56,19.84,0.4186
SALE020001,2025-06-21,CUST01979,PROD020,North America,3,75.0,0.0,426.74,317.35,109.39,0.2563
SALE020002,2025-10-06,CUST09900,PROD019,Oceania,1,25.0,0.0,31.81,16.24,15.57,0.4895
SALE020003,2025-02-21,CUST00415,PROD020,Europe,1,75.0,0.1,69.53,44.09,25.44,0.3659
SALE020004,2024-10-29,CUST02963,PROD019,Europe,1,25.0,0.0,27.18,16.5,10.68,0.3929
SALE020005,2024-01-04,CUST05664,PROD018,Europe,10,399.0,0.0,4024.0,2237.52,1786.48,0.444
SALE020006,2025-03-23,CUST09115,PROD011,Asia,10,129.0,0.1,1077.83,725.24,352.59,0.3271
SALE020007,2025-10-25,CUST07344,PROD015,Europe,1,699.0,0.0,940.06,623.33,316.73,0.3369
SALE020008,2024-04-12,CUST08988,PROD006,Oceania,2,599.0,0.0,1103.62,713.1,390.52,0.3539
SALE020009,2024-06-27,CUST04424,PROD014,Europe,1,249.0,0.0,493.68,323.0,170.68,0.3457
SALE020010,2025-01-20,CUST08551,PROD015,North America,1,699.0,0.0,829.79,564.53,265.26,0.3197
SALE020011,2025-01-25,CUST03173,PROD009,North America,1,549.0,0.0,1057.18,714.06,343.12,0.3246
SALE020012,2024-11-05,CUST01586,PROD014,Oceania,2,249.0,0.0,472.51,343.38,129.13,0.2733
SALE020013,2024-04-17,CUST08951,PROD009,Asia,1,549.0,0.0,505.1,294.98,210.12,0.416
SALE020014,2024-12-19,CUST06598,PROD018,Asia,1,399.0,0.05,405.21,222.51,182.7,0.4509
SALE020015,2025-01-03,CUST00665,PROD004,Asia,3,79.0,0.0,231.88,157.09,74.79,0.3225
SALE020016,2024-05-14,CUST03799,PROD018,Asia,2,399.0,0.0,1278.67,834.1,444.57,0.3477
SALE020017,2025-03-20,CUST01879,PROD016,North America,3,29.0,0.0,97.88,62.43,35.45,0.3622
SALE020018,2025-09-25,CUST04729,PROD006,North America,1,599.0,0.1,569.05,384.73,184.32,0.3239
SALE020019,2024-03-04,CUST06695,PROD004,Asia,1,79.0,0.1,72.72,38.79,33.93,0.4666
SALE020020,2024-02-28,CUST01542,PROD012,Europe,1,449.0,0.0,496.12,351.48,144.64,0.2915
SALE020021,2025-02-18,CUST09135,PROD019,Europe,10,25.0,0.0,311.27,227.98,83.29,0.2676
SALE020022,2025-07-25,CUST09773,PROD009,North America,3,549.0,0.0,1648.6,1205.19,443.41,0.269
SALE020023,2024-03-15,CUST06630,PROD006,North America,3,599.0,0.1,1715.04,1181.08,533.96,0.3113
SALE020024,2025-11-21,CUST02656,PROD019,Oceania,5,25.0,0.1,126.56,79.44,47.12,0.3723
SALE020025,2024-12-14,CUST02242,PROD013,Europe,1,89.0,0.1,110.39,60.44,49.95,0.4525
SALE020026,2024-03-18,CUST08586,PROD009,Asia,5,549.0,0.0,3317.62,1952.58,1365.04,0.4115
SALE020027,2024-11-22,CUST04352,PROD009,Europe,5,549.0,0.0,2788.96,1516.81,1272.15,0.4561
SALE020028,2024-11-13,CUST00603,PROD002,Oceania,5,149.0,0.15,922.79,636.5,286.29,0.3102
SALE020029,2024-10-12,CUST04060,PROD017,South America,1,99.0,0.0,82.05,48.78,33.27,0.4055
SALE020030,2025-03-03,CUST07924,PROD010,North America,1,39.0,0.0,58.19,36.36,21.83,0.3752
SALE020031,2024-06-29,CUST06389,PROD017,Oceania,1,99.0,0.0,123.2,90.99,32.21,0.2614
SALE020032,2025-12-25,CUST07969,PROD005,Europe,3,199.0,0.15,567.25,397.12,170.13,0.2999
SALE020033,2024-07-27,CUST06669,PROD002,Europe,1,149.0,0.1,154.76,88.46,66.3,0.4284
SALE020034,2025-09-24,CUST02610,PROD001,Asia,1,49.0,0.0,47.44,25.78,21.66,0.4566
SALE020035,2025-08-21,CUST05647,PROD013,North America,1,89.0,0.1,117.44,75.42,42.02,0.3578
SALE020036,2024-10-29,CUST05675,PROD019,North America,2,25.0,0.0,46.38,31.92,14.46,0.3118
SALE020037,2024-05-20,CUST09832,PROD015,Europe,2,699.0,0.0,1348.45,697.37,651.08,0.4828
SALE020038,2025-12-08,CUST02977,PROD014,North America,2,249.0,0.05,745.61,552.33,193.28,0.2592
SALE020039,2025-02-22,CUST03260,PROD011,Europe,3,129.0,0.0,468.61,365.68,102.93,0.2196
SALE020040,2024-08-30,CUST02107,PROD003,North America,1,499.0,0.0,979.5,554.97,424.53,0.4334
SALE020041,2024-04-20,CUST03830,PROD012,North America,2,449.0,0.0,861.99,519.61,342.38,0.3972
SALE020042,2024-09-05,CUST06183,PROD008,South America,1,179.0,0.15,181.8,103.74,78.06,0.4294
SALE020043,2025-04-21,CUST04329,PROD003,South America,2,499.0,0.1,860.24,447.76,412.48,0.4795
SALE020044,2025-01-05,CUST07254,PROD006,North America,10,599.0,0.05,7743.87,5642.36,2101.51,0.2714
SALE020045,2024-02-18,CUST00611,PROD014,North America,2,249.0,0.0,473.32,238.09,235.23,0.497
SALE020046,2025-07-23,CUST07127,PROD017,Asia,1,99.0,0.05,82.77,44.05,38.72,0.4678
SALE020047,2024-08-22,CUST09023,PROD007,Oceania,1,59.0,0.05,54.57,37.45,17.12,0.3137
SALE020048,2024-05-20,CUST08385,PROD014,Europe,3,249.0,0.05,1354.97,917.83,437.14,0.3226
SALE020049,2025-05-26,CUST04588,PROD020,Oceania,5,75.0,0.1,358.68,192.03,166.65,0.4646
SALE020050,2025-06-26,CUST07153,PROD003,Oceania,2,499.0,0.15,880.68,568.93,311.75,0.354
SALE020051,2025-08-23,CUST07760,PROD008,North America,2,179.0,0.0,448.5,275.96,172.54,0.3847
SALE020052,2024-01-02,CUST03825,PROD001,North America,5,49.0,0.05,264.9,186.46,78.44,0.2961
SALE020053,2024-10-10,CUST03775,PROD004,North America,1,79.0,0.05,100.47,61.67,38.8,0.3862
SALE020054,2024-07-10,CUST09793,PROD017,Europe,1,99.0,0.05,165.74,87.94,77.8,0.4694
SALE020055,2025-02-28,CUST08228,PROD017,Europe,1,99.0,0.2,81.77,58.8,22.97,0.2809
SALE020056,2025-12-13,CUST09559,PROD019,North America,10,25.0,0.0,506.46,334.09,172.37,0.3403
SALE020057,2024-03-28,CUST08678,PROD013,North America,1,89.0,0.0,87.8,57.14,30.66,0.3492
SALE020058,2025-04-24,CUST04520,PROD020,Europe,5,75.0,0.0,440.84,339.69,101.15,0.2294
SALE020059,2024-11-20,CUST03994,PROD015,Asia,2,699.0,0.0,1684.28,1262.17,422.11,0.2506
SALE020060,2024-12-04,CUST09712,PROD003,Asia,1,499.0,0.0,871.74,461.15,410.59,0.471
SALE020061,2025-11-19,CUST04967,PROD010,Asia,5,39.0,0.0,255.73,160.96,94.77,0.3706
SALE020062,2025-06-18,CUST09832,PROD008,Europe,1,179.0,0.0,191.93,134.83,57.1,0.2975
SALE020063,2024-03-10,CUST06227,PROD002,Asia,2,149.0,0.1,221.67,144.86,76.81,0.3465
SALE020064,2024-11-14,CUST07436,PROD003,Asia,2,499.0,0.2,765.07,392.4,372.67,0.4871
SALE020065,2025-06-26,CUST07113,PROD020,North America,2,75.0,0.0,187.82,110.99,76.83,0.4091
SALE020066,2024-03-18,CUST08076,PROD019,Asia,5,25.0,0.0,203.93,134.35,69.58,0.3412
SALE020067,2025-01-04,CUST01459,PROD020,Oceania,2,75.0,0.0,241.76,147.08,94.68,0.3916
SALE020068,2024-12-29,CUST01142,PROD010,North America,5,39.0,0.05,196.18,113.62,82.56,0.4208
SALE020069,2024-02-23,CUST02947,PROD008,Asia,1,179.0,0.05,167.87,90.3,77.57,0.4621
SALE020070,2025-11-29,CUST02703,PROD019,Asia,10,25.0,0.0,260.13,143.56,116.57,0.4481
SALE020071,2024-09-27,CUST04940,PROD004,Europe,5,79.0,0.15,438.98,280.32,158.66,0.3614
SALE020072,2024-07-18,CUST01225,PROD010,Europe,1,39.0,0.0,40.79,29.86,10.93,0.268
SALE020073,2024-03-06,CUST05367,PROD016,Asia,3,29.0,0.0,87.73,44.79,42.94,0.4895
SALE020074,2024-02-08,CUST01533,PROD002,North America,1,149.0,0.05,220.19,138.63,81.56,0.3704
