customer_id,customer_name,country,region,customer_segment,signup_date,acquisition_channel
CUST04848,Customer 04848,United States,North America,Mid-Market,2025-08-08,Paid Search
CUST04849,Customer 04849,Spain,Europe,Mid-Market,2024-07-30,Organic
CUST04850,Customer 04850,United States,North America,Mid-Market,2024-08-04,Referral
CUST04851,Customer 04851,Italy,Europe,Mid-Market,2025-06-17,Organic
CUST04852,Customer 04852,United States,North America,Enterprise,2024-11-06,Paid Search
CUST04853,Customer 04853,Chile,South America,SMB,2024-02-21,Referral
CUST04854,Customer 04854,Italy,Europe,Mid-Market,2024-03-30,Organic
CUST04855,Customer 04855,France,Europe,SMB,2024-09-30,Partner
CUST04856,Customer 04856,New Zealand,Oceania,SMB,2024-07-17,Social
CUST04857,Customer 04857,Japan,Asia,Mid-Market,2024-03-27,Organic
CUST04858,Customer 04858,Mexico,North America,Mid-Market,2025-07-26,Organic
CUST04859,Customer 04859,United Kingdom,Europe,Enterprise,2024-12-01,Paid Search
CUST04860,Customer 04860,Singapore,Asia,SMB,2025-05-31,Organic
CUST04861,Customer 04861,United States,North America,SMB,2024-01-02,Organic
CUST04862,Customer 04862,Brazil,South America,SMB,2024-10-21,Social
CUST04863,Customer 04863,India,Asia,Enterprise,2024-12-15,Organic
CUST04864,Customer 04864,Mexico,North America,Enterprise,2025-02-26,Organic
CUST04865,Customer 04865,United States,North America,Enterprise,2025-12-08,Paid Search
CUST04866,Customer 04866,Germany,Europe,SMB,2024-12-01,Organic
CUST04867,Customer 04867,India,Asia,Enterprise,2024-12-23,Partner
CUST04868,Customer 04868,Spain,Europe,SMB,2025-10-16,Partner
CUST04869,Customer 04869,Thailand,Asia,Enterprise,2024-10-18,Paid Search
CUST04870,Customer 04870,Mexico,North America,Mid-Market,2024-10-15,Organic
CUST04871,Customer 04871,India,Asia,SMB,2024-04-26,Partner
CUST04872,Customer 04872,United Kingdom,Europe,Mid-Market,2025-06-11,Referral
CUST04873,Customer 04873,Mexico,North America,Mid-Market,2024-01-15,Paid Search
CUST04874,Customer 04874,United States,North America,SMB,2024-06-08,Paid Search
CUST04875,Customer 04875,Mexico,North America,SMB,2024-11-01,Paid Search
CUST04876,Customer 04876,United States,North America,Mid-Market,2024-11-13,Organic
CUST04877,Customer 04877,Spain,Europe,Enterprise,2024-01-29,Paid Search
CUST04878,Customer 04878,Canada,North America,Mid-Market,2025-01-21,Referral
CUST04879,Customer 04879,Thailand,Asia,SMB,2025-12-11,Paid Search
CUST04880,Customer 04880,Singapore,Asia,Mid-Market,2024-03-17,Referral
CUST04881,Customer 04881,Italy,Europe,SMB,2024-12-26,Referral
CUST04882,Customer 04882,Mexico,North America,SMB,2025-03-05,Partner
CUST04883,Customer 04883,United States,North America,SMB,2024-08-24,Referral
CUST04884,Customer 04884,South Korea,Asia,SMB,2025-02-24,Organic
CUST04885,Customer 04885,Argentina,South America,SMB,2024-09-06,Referral
CUST04886,Customer 04886,Argentina,South America,SMB,2024-04-26,Partner
CUST04887,Customer 04887,Italy,Europe,SMB,2025-09-06,Organic
CUST04888,Customer 04888,United States,North America,Mid-Market,2025-12-31,Partner
CUST04889,Customer 04889,India,Asia,SMB,2024-10-09,Social
CUST04890,Customer 04890,Australia,Oceania,SMB,2024-03-08,Referral
CUST04891,Customer 04891,Spain,Europe,SMB,2024-04-29,Organic
CUST04892,Customer 04892,India,Asia,Mid-Market,2025-10-16,Referral
CUST04893,Customer 04893,Japan,Asia,Mid-Market,2025-10-05,Paid Search
CUST04894,Customer 04894,South Korea,Asia,SMB,2024-12-25,Paid Search
CUST04895,Customer 04895,Canada,North America,Mid-Market,2025-09-28,Organic
CUST04896,Customer 04896,South Korea,Asia,Mid-Market,2024-06-11,Referral
CUST04897,Customer 04897,United Kingdom,Europe,Mid-Market,2024-10-19,Referral
CUST04898,Customer 04898,Mexico,North America,SMB,2024-03-23,Paid Search
CUST04899,Customer 04899,Chile,South America,SMB,2025-02-02,Paid Search
CUST04900,Customer 04900,Canada,North America,SMB,2025-05-26,Paid Search
CUST04901,Customer 04901,Singapore,Asia,SMB,2025-12-03,Paid Search
CUST04902,Customer 04902,Japan,Asia,SMB,2025-07-05,Paid Search
CUST04903,Customer 04903,United Kingdom,Europe,Enterprise,2025-05-01,Organic
CUST04904,Customer 04904,Chile,South America,SMB,2025-05-07,Paid Search
CUST04905,Customer 04905,Canada,North America,SMB,2025-04-04,Organic
CUST04906,Customer 04906,Mexico,North America,Enterprise,2024-11-02,Partner
CUST04907,Customer 04907,Argentina,South America,Mid-Market,2024-12-31,Paid Search
CUST04908,Customer 04908,Italy,Europe,SMB,2024-05-06,Partner
CUST04909,Customer 04909,Mexico,North America,Enterprise,2024-01-15,Paid Search
CUST04910,Customer 04910,United Kingdom,Europe,SMB,2025-07-31,Organic
CUST04911,Customer 04911,Spain,Europe,SMB,2024-12-28,Organic
CUST04912,Customer 04912,Thailand,Asia,SMB,2025-09-28,Organic
CUST04913,Customer 04913,India,Asia,SMB,2024-03-30,Paid Search
CUST04914,Customer 04914,Australia,Oceania,Mid-Market,2024-10-13,Partner
CUST04915,Customer 04915,Thailand,Asia,SMB,2024-07-07,Organic
CUST04916,Customer 04916,Argentina,South America,Mid-Market,2025-09-06,Paid Search
CUST04917,Customer 04917,United States,North America,SMB,2024-10-02,Organic
CUST04918,Customer 04918,Mexico,North America,Enterprise,2025-04-09,Paid Search
CUST04919,Customer 04919,New Zealand,Oceania,SMB,2024-03-02,Referral
CUST04920,Customer 04920,India,Asia,Enterprise,2025-01-20,Organic
CUST04921,Customer 04921,India,Asia,SMB,2024-11-18,Organic
CUST04922,Customer 04922,Spain,Europe,Enterprise,2025-03-22,Referral
CUST04923,Customer 04923,South Korea,Asia,Mid-Market,2025-03-03,Paid Search
CUST04924,Customer 04924,Argentina,South America,Mid-Market,2024-03-19,Paid Search
CUST04925,Customer 04925,Thailand,Asia,SMB,2024-02-06,Referral
CUST04926,Customer 04926,India,Asia,Mid-Market,2024-04-01,Organic
CUST04927,Customer 04927,Spain,Europe,Mid-Market,2024-06-08,Partner
CUST04928,Customer 04928,India,Asia,Mid-Market,2025-06-15,Partner
CUST04929,Customer 04929,Canada,North America,Mid-Market,2024-07-15,Paid Search
CUST04930,Customer 04930,Thailand,Asia,Enterprise,2025-12-10,Paid Search
CUST04931,Customer 04931,Canada,North America,Enterprise,2024-03-04,Paid Search
CUST04932,Customer 04932,Mexico,North America,SMB,2025-01-06,Partner
CUST04933,Customer 04933,Canada,North America,SMB,2025-06-07,Organic
CUST04934,Customer 04934,Japan,Asia,SMB,2024-02-09,Referral
CUST04935,Customer 04935,United States,North America,Mid-Market,2025-01-10,Paid Search
CUST04936,Customer 04936,Germany,Europe,Enterprise,2024-02-19,Partner
CUST04937,Customer 04937,Japan,Asia,SMB,2025-07-31,Social
CUST04938,Customer 04938,United States,North America,SMB,2024-12-07,Organic
CUST04939,Customer 04939,Mexico,North America,SMB,2025-09-24,Paid Search
CUST04940,Customer 04940,France,Europe,SMB,2025-04-25,Paid Search
CUST04941,Customer 04941,Brazil,South America,Enterprise,2024-08-19,Referral
CUST04942,Customer 04942,Italy,Europe,Mid-Market,2024-04-23,Organic
CUST04943,Customer 04943,Canada,North America,SMB,2024-04-25,Referral
CUST04944,Customer 04944,Australia,Oceania,SMB,2024-01-25,Referral
CUST04945,Customer 04945,Mexico,North America,SMB,2024-08-07,Social
CUST04946,Customer 04946,Brazil,South America,Mid-Market,2025-06-17,Referral
CUST04947,Customer 04947,Mexico,North America,Mid-Market,2024-09-16,Referral
CUST04948,Customer 04948,United States,North America,SMB,2024-04-16,Organic
CUST04949,Customer 04949,Canada,North America,SMB,2024-02-28,Organic
CUST04950,Customer 04950,Canada,North America,Enterprise,2024-11-16,Referral
CUST04951,Customer 04951,France,Europe,Mid-Market,2024-06-02,Referral
CUST04952,Customer 04952,Mexico,North America,Mid-Market,2025-06-20,Partner
CUST04953,Customer 04953,France,Europe,SMB,2024-09-03,Paid Search
CUST04954,Customer 04954,New Zealand,Oceania,Enterprise,2024-04-01,Organic
CUST04955,Customer 04955,France,Europe,Mid-Market,2024-07-18,Organic
CUST04956,Customer 04956,United Kingdom,Europe,Enterprise,2024-11-19,Paid Search
CUST04957,Customer 04957,Chile,South America,SMB,2024-01-28,Paid Search
CUST04958,Customer 04958,Spain,Europe,SMB,2024-03-22,Organic
CUST04959,Customer 04959,Japan,Asia,SMB,2025-12-03,Organic
CUST04960,Customer 04960,Canada,North America,Enterprise,2024-09-11,Paid Search
CUST04961,Customer 04961,United Kingdom,Europe,Mid-Market,2025-06-30,Paid Search
CUST04962,Customer 04962,Spain,Europe,SMB,2025-10-28,Social
CUST04963,Customer 04963,Thailand,Asia,Enterprise,2024-03-23,Partner
CUST04964,Customer 04964,Italy,Europe,Enterprise,2025-05-16,Organic
CUST04965,Customer 04965,Spain,Europe,SMB,2025-08-31,Partner
CUST04966,Customer 04966,Germany,Europe,Mid-Market,2024-01-17,Paid Search
CUST04967,Customer 04967,South Korea,Asia,Mid-Market,2024-08-15,Social
CUST04968,Customer 04968,Thailand,Asia,SMB,2024-04-08,Referral
CUST04969,Customer 04969,Italy,Europe,Mid-Market,2024-01-24,Organic
CUST04970,Customer 04970,Canada,North America,SMB,2024-08-02,Organic
CUST04971,Customer 04971,Mexico,North America,Enterprise,2024-05-13,Social
CUST04972,Customer 04972,Italy,Europe,Mid-Market,2025-10-16,Social
CUST04973,Customer 04973,Thailand,Asia,Enterprise,2024-06-22,Paid Search
CUST04974,Customer 04974,Brazil,South America,Mid-Market,2025-06-30,Referral
CUST04975,Customer 04975,Canada,North America,SMB,2024-02-07,Paid Search
CUST04976,Customer 04976,Singapore,Asia,SMB,2025-03-27,Partner
CUST04977,Customer 04977,Thailand,Asia,Mid-Market,2025-05-23,Paid Search
CUST04978,Customer 04978,Spain,Europe,SMB,2024-04-21,Organic
CUST04979,Customer 04979,Chile,South America,Mid-Market,2024-11-11,Paid Search
CUST04980,Customer 04980,Australia,Oceania,SMB,2025-11-10,Referral
CUST04981,Customer 04981,Australia,Oceania,SMB,2025-03-24,Paid Search
CUST04982,Customer 04982,Germany,Europe,SMB,2025-08-13,Partner
CUST04983,Customer 04983,Thailand,Asia,Mid-Market,2024-11-06,Social
CUST04984,Customer 04984,France,Europe,SMB,2024-06-24,Organic
CUST04985,Customer 04985,South Korea,Asia,Mid-Market,2024-12-09,Partner
CUST04986,Customer 04986,Singapore,Asia,SMB,2024-10-22,Referral
CUST04987,Customer 04987,Mexico,North America,Mid-Market,2025-12-19,Referral
CUST04988,Customer 04988,Spain,Europe,Mid-Market,2024-11-09,Organic
CUST04989,Customer 04989,New Zealand,Oceania,Mid-Market,2025-04-03,Paid Search
CUST04990,Customer 04990,Italy,Europe,SMB,2025-03-05,Social
CUST04991,Customer 04991,Germany,Europe,SMB,2024-09-28,Referral
CUST04992,Customer 04992,Chile,South America,SMB,2024-09-30,Referral
CUST04993,Customer 04993,United States,North America,Mid-Market,2025-09-09,Organic
CUST04994,Customer 04994,Singapore,Asia,SMB,2024-06-02,Paid Search
CUST04995,Customer 04995,Canada,North America,Enterprise,2024-10-31,Paid Search
CUST04996,Customer 04996,France,Europe,Mid-Market,2025-05-02,Referral
CUST04997,Customer 04997,Spain,Europe,SMB,2024-02-11,Partner
CUST04998,Customer 04998,Japan,Asia,Mid-Market,2025-05-10,Paid Search
CUST04999,Customer 04999,Singapore,Asia,Mid-Market,2025-08-31,Organic
CUST05000,Customer 05000,United States,North America,SMB,2024-11-19,Organic
CUST05001,Customer 05001,Spain,Europe,Mid-Market,2025-03-02,Organic
CUST05002,Customer 05002,Mexico,North America,Enterprise,2024-12-21,Organic
CUST05003,Customer 05003,Canada,North America,SMB,2025-05-01,Paid Search
CUST05004,Customer 05004,Germany,Europe,SMB,2024-02-07,Partner
CUST05005,Customer 05005,Germany,Europe,Mid-Market,2025-03-27,Paid Search
CUST05006,Customer 05006,Japan,Asia,SMB,2024-11-29,Partner
CUST05007,Customer 05007,Canada,North America,Mid-Market,2024-01-27,Social
CUST05008,Customer 05008,Mexico,North America,Mid-Market,2025-08-08,Organic
CUST05009,Customer 05009,United States,North America,Mid-Market,2024-04-20,Referral
CUST05010,Customer 05010,Singapore,Asia,SMB,2025-03-08,Organic
CUST05011,Customer 05011,France,Europe,SMB,2025-09-13,Organic
CUST05012,Customer 05012,United States,North America,Enterprise,2025-11-04,Organic
CUST05013,Customer 05013,Italy,Europe,SMB,2025-04-04,Organic
CUST05014,Customer 05014,Mexico,North America,SMB,2025-06-07,Referral
CUST05015,Customer 05015,Spain,Europe,SMB,2025-03-03,Referral
CUST05016,Customer 05016,Singapore,Asia,SMB,2025-07-22,Referral
CUST05017,Customer 05017,United States,North America,SMB,2025-12-14,Referral
CUST05018,Customer 05018,Thailand,Asia,SMB,2024-12-01,Partner
CUST05019,Customer 05019,United States,North America,Mid-Market,2024-10-28,Partner
CUST05020,Customer 05020,South Korea,Asia,Mid-Market,2024-05-06,Partner
CUST05021,Customer 05021,New Zealand,Oceania,Enterprise,2025-12-16,Referral
CUST05022,Customer 05022,Brazil,South America,Enterprise,2025-10-28,Paid Search
CUST05023,Customer 05023,Chile,South America,SMB,2025-05-31,Paid Search
CUST05024,Customer 05024,United States,North America,SMB,2025-04-26,Paid Search
CUST05025,Customer 05025,Canada,North America,Enterprise,2024-05-29,Organic
CUST05026,Customer 05026,United States,North America,SMB,2025-10-26,Partner
CUST05027,Customer 05027,India,Asia,SMB,2024-02-12,Social
CUST05028,Customer 05028,South Korea,Asia,SMB,2025-03-27,Social
CUST05029,Customer 05029,Canada,North America,Mid-Market,2024-07-04,Organic
CUST05030,Customer 05030,United Kingdom,Europe,SMB,2024-11-28,Organic
CUST05031,Customer 05031,United Kingdom,Europe,SMB,2024-03-10,Organic
CUST05032,Customer 05032,Chile,South America,SMB,2024-04-08,Partner
CUST05033,Customer 05033,Spain,Europe,Mid-Market,2024-10-02,Referral
CUST05034,Customer 05034,Canada,North America,SMB,2024-10-17,Partner
CUST05035,Customer 05035,United States,North America,Mid-Market,2025-10-06,Social
CUST05036,Customer 05036,France,Europe,SMB,2025-03-12,Organic
CUST05037,Customer 05037,Argentina,South America,SMB,2024-01-23,Paid Search
CUST05038,Customer 05038,Germany,Europe,SMB,2025-11-11,Partner
CUST05039,Customer 05039,Brazil,South America,SMB,2025-03-22,Organic
CUST05040,Customer 05040,United States,North America,SMB,2025-08-29,Paid Search
CUST05041,Customer 05041,Spain,Europe,Enterprise,2025-11-06,Paid Search
CUST05042,Customer 05042,United Kingdom,Europe,SMB,2025-01-10,Referral
CUST05043,Customer 05043,Thailand,Asia,Enterprise,2024-05-11,Social
CUST05044,Customer 05044,Singapore,Asia,SMB,2024-11-23,Organic
CUST05045,Customer 05045,United Kingdom,Europe,SMB,2025-05-16,Paid Search
CUST05046,Customer 05046,New Zealand,Oceania,Mid-Market,2024-01-25,Social
CUST05047,Customer 05047,Italy,Europe,Mid-Market,2025-11-22,Paid Search
CUST05048,Customer 05048,Brazil,South America,SMB,2024-09-13,Referral
CUST05049,Customer 05049,France,Europe,SMB,2025-04-27,Social
CUST05050,Customer 05050,New Zealand,Oceania,Mid-Market,2025-12-18,Organic
CUST05051,Customer 05051,Germany,Europe,SMB,2025-09-24,Organic
CUST05052,Customer 05052,India,Asia,Mid-Market,2025-06-25,Organic
CUST05053,Customer 05053,United States,North America,Mid-Market,2024-08-06,Organic
CUST05054,Customer 05054,Italy,Europe,SMB,2025-01-18,Paid Search
CUST05055,Customer 05055,Argentina,South America,Mid-Market,2025-01-01,Organic
CUST05056,Customer 05056,India,Asia,SMB,2025-09-22,Paid Search
CUST05057,Customer 05057,Mexico,North America,Enterprise,2024-01-30,Partner
CUST05058,Customer 05058,Canada,North America,Enterprise,2024-01-17,Organic
CUST05059,Customer 05059,Mexico,North America,Mid-Market,2024-03-27,Paid Search
CUST05060,Customer 05060,Germany,Europe,Enterprise,2025-12-01,Organic
CUST05061,Customer 05061,Spain,Europe,Mid-Market,2025-01-30,Referral
CUST05062,Customer 05062,Germany,Europe,SMB,2025-05-26,Paid Search
CUST05063,Customer 05063,Singapore,Asia,SMB,2024-03-10,Organic
CUST05064,Customer 05064,United Kingdom,Europe,SMB,2024-01-10,Social
CUST05065,Customer 05065,Australia,Oceania,SMB,2025-04-20,Partner
CUST05066,Customer 05066,Canada,North America,Mid-Market,2025-05-30,Referral
CUST05067,Customer 05067,United States,North America,SMB,2024-11-08,Referral
CUST05068,Customer 05068,Singapore,Asia,Mid-Market,2024-03-01,Paid Search
CUST05069,Customer 05069,South Korea,Asia,SMB,2024-12-23,Organic
CUST05070,Customer 05070,United States,North America,SMB,2025-04-12,Paid Search
CUST05071,Customer 05071,Singapore,Asia,SMB,2024-06-05,Partner
CUST05072,Customer 05072,Thailand,Asia,Enterprise,2024-08-07,Social
CUST05073,Customer 05073,Japan,Asia,SMB,2025-06-29,Referral
CUST05074,Customer 05074,United States,North America,SMB,2024-06-04,Paid Search
CUST05075,Customer 05075,Australia,Oceania,SMB,2024-03-13,Referral
CUST05076,Customer 05076,United Kingdom,Europe,Enterprise,2025-04-04,Referral
CUST05077,Customer 05077,Japan,Asia,SMB,2024-01-17,Organic
CUST05078,Customer 05078,Spain,Europe,Mid-Market,2024-11-13,Paid Search
CUST05079,Customer 05079,Japan,Asia,SMB,2025-02-20,Organic
CUST05080,Customer 05080,Canada,North America,SMB,2024-02-17,Paid Search
CUST05081,Customer 05081,Germany,Europe,Mid-Market,2025-04-22,Partner
CUST05082,Customer 05082,United States,North America,Mid-Market,2025-08-24,Paid Search
CUST05083,Customer 05083,India,Asia,Mid-Market,2025-12-12,Referral
CUST05084,Customer 05084,United Kingdom,Europe,SMB,2024-07-13,Paid Search
CUST05085,Customer 05085,Australia,Oceania,Enterprise,2024-08-27,Organic
CUST05086,Customer 05086,India,Asia,Mid-Market,2025-03-27,Referral
CUST05087,Customer 05087,Canada,North America,Enterprise,2025-03-14,Referral
CUST05088,Customer 05088,Singapore,Asia,SMB,2025-03-21,Partner
CUST05089,Customer 05089,Australia,Oceania,SMB,2024-08-18,Referral
CUST05090,Customer 05090,Singapore,Asia,SMB,2024-02-11,Partner
CUST05091,Customer 05091,Singapore,Asia,Mid-Market,2024-01-19,Organic
CUST05092,Customer 05092,Mexico,North America,Mid-Market,2025-12-30,Referral
CUST05093,Customer 05093,Singapore,Asia,SMB,2024-10-24,Paid Search
CUST05094,Customer 05094,Thailand,Asia,SMB,2024-11-23,Referral
CUST05095,Customer 05095,Australia,Oceania,SMB,2025-04-02,Referral
CUST05096,Customer 05096,United States,North America,SMB,2024-05-30,Organic
CUST05097,Customer 05097,Canada,North America,Mid-Market,2024-10-06,Paid Search
CUST05098,Customer 05098,United States,North America,SMB,2024-11-15,Referral
CUST05099,Customer 05099,Chile,South America,SMB,2024-03-10,Organic
CUST05100,Customer 05100,Argentina,South America,SMB,2025-03-16,Referral
CUST05101,Customer 05101,Canada,North America,SMB,2024-05-21,Partner
CUST05102,Customer 05102,Singapore,Asia,Enterprise,2024-01-03,Organic
CUST05103,Customer 05103,Germany,Europe,SMB,2025-03-29,Referral
CUST05104,Customer 05104,Canada,North America,Enterprise,2024-08-07,Partner
CUST05105,Customer 05105,Chile,South America,Mid-Market,2025-06-08,Organic
CUST05106,Customer 05106,South Korea,Asia,Mid-Market,2025-01-27,Organic
CUST05107,Customer 05107,United Kingdom,Europe,SMB,2024-01-22,Referral
CUST05108,Customer 05108,Singapore,Asia,Mid-Market,2025-05-22,Referral
CUST05109,Customer 05109,Canada,North America,Mid-Market,2024-01-30,Partner
CUST05110,Customer 05110,Chile,South America,SMB,2024-08-17,Referral
CUST05111,Customer 05111,Spain,Europe,Enterprise,2025-05-16,Referral
CUST05112,Customer 05112,Canada,North America,SMB,2024-10-22,Paid Search
CUST05113,Customer 05113,Mexico,North America,SMB,2024-10-08,Organic
CUST05114,Customer 05114,Australia,Oceania,SMB,2024-06-10,Referral
CUST05115,Customer 05115,France,Europe,Mid-Market,2024-11-20,Organic
CUST05116,Customer 05116,Australia,Oceania,SMB,2024-08-02,Social
CUST05117,Customer 05117,Mexico,North America,SMB,2025-11-22,Organic
CUST05118,Customer 05118,Canada,North America,SMB,2025-05-17,Organic
CUST05119,Customer 05119,United Kingdom,Europe,SMB,2025-10-26,Partner
CUST05120,Customer 05120,United States,North America,SMB,2024-09-03,Organic
CUST05121,Customer 05121,Canada,North America,Enterprise,2025-11-25,Paid Search
CUST05122,Customer 05122,Japan,Asia,SMB,2024-07-23,Social
CUST05123,Customer 05123,Singapore,Asia,Enterprise,2024-08-13,Partner
CUST05124,Customer 05124,Canada,North America,Mid-Market,2024-08-06,Organic
CUST05125,Customer 05125,Mexico,North America,Mid-Market,2025-03-06,Organic
CUST05126,Customer 05126,Italy,Europe,Enterprise,2025-03-23,Referral
CUST05127,Customer 05127,India,Asia,SMB,2024-02-17,Paid Search
CUST05128,Customer 05128,Spain,Europe,Mid-Market,2025-02-13,Organic
CUST05129,Customer 05129,New Zealand,Oceania,SMB,2025-11-27,Organic
CUST05130,Customer 05130,Australia,Oceania,SMB,2024-10-24,Partner
CUST05131,Customer 05131,Singapore,Asia,SMB,2025-05-26,Paid Search
CUST05132,Customer 05132,Germany,Europe,Mid-Market,2025-04-07,Partner
CUST05133,Customer 05133,Germany,Europe,Mid-Market,2025-12-17,Organic
CUST05134,Customer 05134,Singapore,Asia,SMB,2025-04-14,Referral
CUST05135,Customer 05135,Chile,South America,Mid-Market,2024-12-10,Paid Search
CUST05136,Customer 05136,Canada,North America,SMB,2024-01-10,Paid Search
CUST05137,Customer 05137,France,Europe,SMB,2025-08-10,Referral
CUST05138,Customer 05138,Spain,Europe,SMB,2024-09-04,Organic
CUST05139,Customer 05139,Spain,Europe,Mid-Market,2025-11-07,Partner
CUST05140,Customer 05140,Argentina,South America,SMB,2024-06-27,Referral
CUST05141,Customer 05141,United States,North America,SMB,2024-11-15,Organic
CUST05142,Customer 05142,Mexico,North America,SMB,2025-08-29,Referral
CUST05143,Customer 05143,South Korea,Asia,Mid-Market,2024-04-20,Social
CUST05144,Customer 05144,New Zealand,Oceania,Mid-Market,2024-07-20,Paid Search
CUST05145,Customer 05145,Thailand,Asia,SMB,2025-08-01,Paid Search
CUST05146,Customer 05146,Argentina,South America,Mid-Market,2024-08-19,Partner
CUST05147,Customer 05147,Brazil,South America,Mid-Market,2025-12-01,Organic
CUST05148,Customer 05148,Japan,Asia,SMB,2025-01-28,Referral
CUST05149,Customer 05149,Chile,South America,SMB,2025-08-26,Organic
CUST05150,Customer 05150,South Korea,Asia,Enterprise,2025-02-04,Referral
CUST05151,Customer 05151,Canada,North America,SMB,2024-02-03,Paid Search
CUST05152,Customer 05152,United Kingdom,Europe,SMB,2025-08-15,Organic
CUST05153,Customer 05153,South Korea,Asia,Enterprise,2024-11-02,Partner
CUST05154,Customer 05154,United Kingdom,Europe,Mid-Market,2024-10-10,Paid Search
CUST05155,Customer 05155,Germany,Europe,Mid-Market,2025-06-22,Paid Search
CUST05156,Customer 05156,Spain,Europe,Mid-Market,2024-07-24,Referral
CUST05157,Customer 05157,Japan,Asia,SMB,2024-11-08,Paid Search
CUST05158,Customer 05158,United States,North America,Mid-Market,2025-03-20,Organic
CUST05159,Customer 05159,India,Asia,SMB,2025-03-09,Referral
CUST05160,Customer 05160,Singapore,Asia,Enterprise,2025-06-16,Social
CUST05161,Customer 05161,New Zealand,Oceania,SMB,2024-03-01,Organic
CUST05162,Customer 05162,Australia,Oceania,SMB,2025-12-26,Partner
CUST05163,Customer 05163,France,Europe,SMB,2025-03-20,Referral
CUST05164,Customer 05164,India,Asia,Mid-Market,2025-03-27,Organic
CUST05165,Customer 05165,United States,North America,SMB,2025-10-07,Referral
CUST05166,Customer 05166,Canada,North America,Mid-Market,2024-12-24,Paid Search
CUST05167,Customer 05167,Japan,Asia,SMB,2024-01-23,Partner
CUST05168,Customer 05168,Mexico,North America,SMB,2024-04-07,Referral
CUST05169,Customer 05169,United Kingdom,Europe,Mid-Market,2025-11-23,Organic
CUST05170,Customer 05170,South Korea,Asia,SMB,2025-12-22,Organic
CUST05171,Customer 05171,United States,North America,Mid-Market,2024-03-02,Paid Search
CUST05172,Customer 05172,United States,North America,Enterprise,2025-05-15,Paid Search
CUST05173,Customer 05173,Argentina,South America,Mid-Market,2025-04-27,Social
CUST05174,Customer 05174,Germany,Europe,SMB,2024-04-30,Partner
CUST05175,Customer 05175,United Kingdom,Europe,SMB,2025-07-29,Partner
CUST05176,Customer 05176,United Kingdom,Europe,Enterprise,2024-12-02,Paid Search
CUST05177,Customer 05177,United Kingdom,Europe,Mid-Market,2024-06-17,Organic
CUST05178,Customer 05178,United Kingdom,Europe,Mid-Market,2025-02-13,Referral
CUST05179,Customer 05179,Mexico,North America,SMB,2025-10-23,Organic
CUST05180,Customer 05180,Mexico,North America,Mid-Market,2024-06-07,Organic
CUST05181,Customer 05181,United States,North America,SMB,2025-03-28,Organic
CUST05182,Customer 05182,South Korea,Asia,Mid-Market,2025-06-19,Social
CUST05183,Customer 05183,Spain,Europe,Enterprise,2025-04-02,Referral
CUST05184,Customer 05184,Mexico,North America,Enterprise,2025-04-20,Organic
CUST05185,Customer 05185,France,Europe,SMB,2025-06-14,Social
CUST05186,Customer 05186,Chile,South America,Mid-Market,2024-06-19,Partner
CUST05187,Customer 05187,Spain,Europe,SMB,2024-03-15,Referral
CUST05188,Customer 05188,Canada,North America,SMB,2025-12-24,Organic
CUST05189,Customer 05189,Chile,South America,Mid-Market,2024-08-21,Paid Search
CUST05190,Customer 05190,Canada,North America,SMB,2025-11-24,Paid Search
CUST05191,Customer 05191,Mexico,North America,SMB,2024-07-15,Referral
CUST05192,Customer 05192,Mexico,North America,Mid-Market,2024-07-13,Referral
CUST05193,Customer 05193,Italy,Europe,Mid-Market,2024-01-19,Organic
CUST05194,Customer 05194,Mexico,North America,Mid-Market,2024-11-18,Paid Search
CUST05195,Customer 05195,Chile,South America,SMB,2025-11-21,Paid Search
CUST05196,Customer 05196,Australia,Oceania,Mid-Market,2025-10-16,Partner
CUST05197,Customer 05197,Singapore,Asia,SMB,2024-08-10,Organic
CUST05198,Customer 05198,South Korea,Asia,SMB,2024-10-24,Referral
CUST05199,Customer 05199,Mexico,North America,SMB,2025-05-04,Social
CUST05200,Customer 05200,Canada,North America,Mid-Market,2025-11-28,Referral
CUST05201,Customer 05201,Japan,Asia,SMB,2025-03-17,Paid Search
CUST05202,Customer 05202,Italy,Europe,SMB,2024-05-26,Referral
CUST05203,Customer 05203,Spain,Europe,Enterprise,2024-09-17,Partner
CUST05204,Customer 05204,Thailand,Asia,Enterprise,2025-06-13,Partner
CUST05205,Customer 05205,Germany,Europe,Mid-Market,2024-01-18,Organic
CUST05206,Customer 05206,Spain,Europe,Mid-Market,2025-03-14,Organic
CUST05207,Customer 05207,Italy,Europe,Enterprise,2025-07-16,Organic
CUST05208,Customer 05208,Australia,Oceania,Mid-Market,2024-09-10,Organic
CUST05209,Customer 05209,Germany,Europe,SMB,2025-01-28,Referral
CUST05210,Customer 05210,France,Europe,Mid-Market,2025-06-08,Organic
CUST05211,Customer 05211,Thailand,Asia,Enterprise,2025-03-11,Referral
CUST05212,Customer 05212,Italy,Europe,Mid-Market,2024-01-18,Referral
CUST05213,Customer 05213,New Zealand,Oceania,SMB,2025-03-04,Paid Search
CUST05214,Customer 05214,New Zealand,Oceania,Enterprise,2024-06-17,Organic
CUST05215,Customer 05215,Singapore,Asia,Mid-Market,2025-06-24,Paid Search
CUST05216,Customer 05216,Thailand,Asia,SMB,2024-07-10,Organic
CUST05217,Customer 05217,India,Asia,Enterprise,2025-12-16,Social
